id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
206661,KEN-2015-1-X1950-18,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""BBC Monitoring Africa,2015-11-23,Kenyan soldier died in IED blast near Somali border"";""All Africa,2015-11-24,Al Shabaab Claims Killing 8 KDF Soldiers in IED Attack Near Somali-Kenyan Border""",BBC Monitoring Africa;All Africa,2015-11-23;2015-11-24,Kenyan soldier died in IED blast near Somali border;Al Shabaab Claims Killing 8 KDF Soldiers in IED Attack Near Somali-Kenyan Border,"Hulugho Sub-County Commissioner Dancan Okwach; Sheikh Abdulaziz Abu Musab, the spokesman of Al shabaab's military operations",2,Hulugho location,"about six kilometers from Hulugho town, Hulugho Sub-County in Garissa",Garissa county,Ijara constituency,-0.896324,40.967814,POINT (40.967814445496 -0.89632433158914),128602,Kenya,KEN,501,Africa,1,1,2015-11-23 00:00:00.000,2015-11-23 00:00:00.000,1,0,0,0,1,8,1,501,
206726,KEN-2015-1-X1950-23,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""All Africa,2015-12-07,KDF Denies Soldier Killed in Al Shabaab-Ied Attack, Says Three Injured"";""BBC Monitoring Africa,2015-12-08,Al-Shababkills seven soldiers in Kenya - report"";""All Africa,2015-12-09,Webuye Family Mourns KDF Soldier Killed in Boni Forest On Sunday""",All Africa;BBC Monitoring Africa;All Africa,2015-12-07;2015-12-08;2015-12-09,"KDF Denies Soldier Killed in Al Shabaab-Ied Attack, Says Three Injured;Al-Shababkills seven soldiers in Kenya - report;Webuye Family Mourns KDF Soldier Killed in Boni Forest On Sunday",Al-Shabaab; KDF spokesman David Obonyo; family members,2,Kiunga village,"Ishakani area, Kiunga division, located in the coastal county of Lamu",Lamu county,Lamu East constituency,-1.745440,41.490810,POINT (41.49081 -1.74544),127163,Kenya,KEN,501,Africa,1,1,2015-12-06 00:00:00.000,2015-12-06 00:00:00.000,1,0,0,0,1,7,0,501,
206740,KEN-2015-1-X1950-20,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""BBC Monitoring Africa,2015-12-14,Kenyan soldier killed in ambush by Al-Shabab militants in northeastern"";""BBC Monitoring Africa,2015-12-14,Al-Shabab claims killing Kenyan police officers in attack"";""All Africa,2015-12-14,Kenya Official - 1 Soldier Dies, 2 Wounded in Ambush By Al Shabaab""",BBC Monitoring Africa;BBC Monitoring Africa;All Africa,2015-12-14;2015-12-14;2015-12-14,"Kenyan soldier killed in ambush by Al-Shabab militants in northeastern;Al-Shabab claims killing Kenyan police officers in attack;Kenya Official - 1 Soldier Dies, 2 Wounded in Ambush By Al Shabaab",Mandera County Commissioner Fredrick Shisia; Al-Shabab spokesman Shaykh Abdiasis Abu Mus'ab,5,Between El Wak and Mandera,Lungo village which lies between Ceel Waaq [Elwak] and Mandera,Mandera county,,3.329897,41.403475,POINT (41.403475 3.3298972),134363,Kenya,KEN,501,Africa,1,1,2015-12-13 00:00:00.000,2015-12-13 00:00:00.000,1,0,0,0,1,4,1,501,
206753,KEN-2015-1-X1950-22,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""All Africa,2015-12-15,Seven Kenyan Army Officers Killed in Ied Blast Near Mandere City"";""BBC Monitoring Africa,2015-12-15,Al-Shabab reportedly kills 11 Kenyan soldiers in two separate attacks in"";""BBC Monitoring Africa,2015-12-15,Explosion injures five Kenyan police officers at border with Somalia""",All Africa;BBC Monitoring Africa;BBC Monitoring Africa,2015-12-15;2015-12-15;2015-12-15,Seven Kenyan Army Officers Killed in Ied Blast Near Mandere City;Al-Shabab reportedly kills 11 Kenyan soldiers in two separate attacks in;Explosion injures five Kenyan police officers at border with Somalia,al-shabaab; Mandera County Police Commander Job Boronjo,2,Mandera town,"Border Point 3, near Mandera townon the Mandera-Somalia border",Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,1,2015-12-14 00:00:00.000,2015-12-14 00:00:00.000,0,0,0,0,0,7,0,501,
206755,KEN-2015-1-X1950-21,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""Xinhua News Agency,2015-12-17,Kenya's security officers search for vehicles hijacked by Al-Shabaab"";""Xinhua News Agency,2015-12-17,1 killed, 2 others injured in Al-Shabaab attack in Kenya's Lamu""",Xinhua News Agency;Xinhua News Agency,2015-12-17;2015-12-17,"Kenya's security officers search for vehicles hijacked by Al-Shabaab;1 killed, 2 others injured in Al-Shabaab attack in Kenya's Lamu",Regional police commander Francis Wanjohi,1,Milhoi locality,"Milihoi, between the volatile Mpeketoni and Hindi townships, Lamu",Lamu county,Lamu West constituency,-2.216667,40.700000,POINT (40.7 -2.216667),126442,Kenya,KEN,501,Africa,1,1,2015-12-16 00:00:00.000,2015-12-16 00:00:00.000,0,0,0,1,1,1,1,501,
206764,KEN-2015-1-10589-1,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,4,"""BBC Monitoring Africa,2015-12-21,Al-Shabab says kills Kenyan police officers in ambush"";""BBC Monitoring Africa,2015-12-21,Somali militants kill at least two in Kenya bus attack"";""Agence France Presse,2015-12-21,Two killed in Shebab attack on bus in northern Kenya"";""All Africa,2015-12-21,Muslim Passengers Protect Christians in Mandera Bus Attack""",BBC Monitoring Africa;BBC Monitoring Africa;Agence France Presse;All Africa,2015-12-21;2015-12-21;2015-12-21;2015-12-21,Al-Shabab says kills Kenyan police officers in ambush;Somali militants kill at least two in Kenya bus attack;Two killed in Shebab attack on bus in northern Kenya;Muslim Passengers Protect Christians in Mandera Bus Attack,pro-Al-Shabab news website; residents and a local official,2,Mandera town,"Dabacity on the outskirts of Mandera, along the Nairob-Mandera road",Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,1,2015-12-21 00:00:00.000,2015-12-21 00:00:00.000,1,0,0,2,3,3,2,501,
206767,KEN-2015-1-X1950-24,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""All Africa,2015-12-28,Al Shabaab Claims Killing Several Kenyan Police Officers in Lamu Blast"";""BBC Monitoring Africa,2015-12-25,'Al-Shabab' militants attack police in Kenya's coast during Christmas"";""BBC Monitoring Africa,2015-12-26,Security beefed up in Kenya's Lamu County after Al-Shabab attack""",All Africa;BBC Monitoring Africa;BBC Monitoring Africa,2015-12-28;2015-12-25;2015-12-26,Al Shabaab Claims Killing Several Kenyan Police Officers in Lamu Blast;'Al-Shabab' militants attack police in Kenya's coast during Christmas;Security beefed up in Kenya's Lamu County after Al-Shabab attack,Police; al-shabaab,2,Kiunga village,"Budhei area near Kiunga, Lamu County",Lamu county,Lamu East constituency,-1.745440,41.490810,POINT (41.49081 -1.74544),127163,Kenya,KEN,501,Africa,1,1,2015-12-25 00:00:00.000,2015-12-25 00:00:00.000,1,0,0,0,1,2,1,501,
206769,KEN-2015-1-X1950-25,2015,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""Agence France Presse,2015-12-27,Two policemen killed in northeast Kenya ambush: Red Cross"";""All Africa,2015-12-28,Major Security Operation in Mandera After Attacks"";""All Africa,2015-12-28,Al Shabaab Islamists Claim Deadly Ambush in Northeastern Kenya""",Agence France Presse;All Africa;All Africa,2015-12-27;2015-12-28;2015-12-28,Two policemen killed in northeast Kenya ambush: Red Cross;Major Security Operation in Mandera After Attacks;Al Shabaab Islamists Claim Deadly Ambush in Northeastern Kenya,Red Cross; al-shabaab,2,Lafey-El Wak road,"along Lafey-Elwak road, Mandera county",Mandera county,,2.989172,41.032355,POINT (41.0323556 2.9891722),133643,Kenya,KEN,501,Africa,1,1,2015-12-27 00:00:00.000,2015-12-27 00:00:00.000,2,0,0,0,2,4,2,501,
233178,KEN-2016-1-10589-2,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,4,"""All Africa,2016-01-20,Four Suspects On Terror List Killed in Malindi"";""Reuters News,2016-01-20,Kenyan police say kill Islamists planning attacks in tourist resort"";""Xinhua News Agency,2016-01-20,Kenyan police kill 4 most wanted terror suspects"";""Agence France Presse,2016-01-21,Kenya police kill four terror suspects in tourist town shoot-out""",All Africa;Reuters News;Xinhua News Agency;Agence France Presse,2016-01-20;2016-01-20;2016-01-20;2016-01-21,Four Suspects On Terror List Killed in Malindi;Kenyan police say kill Islamists planning attacks in tourist resort;Kenyan police kill 4 most wanted terror suspects;Kenya police kill four terror suspects in tourist town shoot-out,"Inspector General of Police Joseph Boinnet; Mutava Muchangi, the local police chief",1,Malindi town,Malindi,Kilifi county,Malindi constituency,-3.217478,40.119100,POINT (40.1191 -3.217478),125001,Kenya,KEN,501,Africa,1,1,2016-01-20 00:00:00.000,2016-01-20 00:00:00.000,0,4,0,0,4,4,4,501,
233182,KEN-2016-1-10589-3,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""Xinhua News Agency,2016-01-26,Six police officers killed in IED explosion in Kenya's coast"";""Agence France Presse,2016-01-27,Bomb kills Kenya police as troops pull out of Somali bases"";""Reuters News,2016-01-27,Five Kenyan police killed after truck hits explosive device""",Xinhua News Agency;Agence France Presse;Reuters News,2016-01-26;2016-01-27;2016-01-27,Six police officers killed in IED explosion in Kenya's coast;Bomb kills Kenya police as troops pull out of Somali bases;Five Kenyan police killed after truck hits explosive device,police; al-Shabaab,2,Mangai location,Mangai area in Lamu County,Lamu county,Lamu East constituency,-1.742809,41.177511,POINT (41.177511 -1.742809),127163,Kenya,KEN,501,Africa,1,1,2016-01-26 00:00:00.000,2016-01-26 00:00:00.000,5,0,0,0,5,8,5,501,
233190,KEN-2016-1-10589-4,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""Reuters News,2016-02-02,Kenya security kill 4 suspected al Shabaab fighters in Lamu - official"";""All Africa,2016-02-02,4 Terrorists Killed in Boni Forest, Police Vehicle Recovered"";""All Africa,2016-02-13,Kenyan Coast Police Detain Two 'Most Wanted' Al Shabaab Suspects in Mombasa""",Reuters News;All Africa;All Africa,2016-02-02;2016-02-02;2016-02-13,"Kenya security kill 4 suspected al Shabaab fighters in Lamu - official;4 Terrorists Killed in Boni Forest, Police Vehicle Recovered;Kenyan Coast Police Detain Two 'Most Wanted' Al Shabaab Suspects in Mombasa",government official,2,Boni forest (Lamu county),Boni forest in Lamu county,Lamu county,Lamu East constituency,-1.717327,41.334830,POINT (41.3348306 -1.7173278),127163,Kenya,KEN,501,Africa,1,1,2016-02-01 00:00:00.000,2016-02-01 00:00:00.000,0,4,0,0,4,4,4,501,
233259,KEN-2016-1-10589-6,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,4,"""Agence France Presse,2016-06-20,Shabaab kill five Kenyan police: governor"";""Xinhua News Agency,2016-06-20,Five Kenyan policemen feared dead in suspected Al-Shabaab ambush"";""Reuters News,2016-06-20,Somali militants kill five police in north Kenya"";""Xinhua News Agency,2016-06-20,1st LD Writethru-Roundup: Suspected Al-Shabaab militants kill 5 policemen in NE Kenya""",Agence France Presse;Xinhua News Agency;Reuters News;Xinhua News Agency,2016-06-20;2016-06-20;2016-06-20;2016-06-20,Shabaab kill five Kenyan police: governor;Five Kenyan policemen feared dead in suspected Al-Shabaab ambush;Somali militants kill five police in north Kenya;1st LD Writethru-Roundup: Suspected Al-Shabaab militants kill 5 policemen in NE Kenya,"Mandera governor Ali Roba; Al Shabaab military operations spokesman Sheikh Abdiasis Abu Musab; Mandera County Police Commander, Job Boronjo",2,El Wak town,"between Kutulo and Dambacity, near Elwak, Mandera county",Mandera county,Banisa constituency,2.811916,40.929660,POINT (40.92966 2.811916),133642,Kenya,KEN,501,Africa,1,1,2016-06-20 00:00:00.000,2016-06-20 00:00:00.000,5,0,0,0,5,5,5,501,
233260,KEN-2016-1-10589-7,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""Xinhua News Agency,2016-06-20,Kenyan police foil attack, kill Al-Shabaab militant in coastal town""",Xinhua News Agency,2016-06-20,"Kenyan police foil attack, kill Al-Shabaab militant in coastal town","Regional police commander, Francis Wanjohi",1,Kwale town,Kwale,Kwale county,Matuga constituency,-4.173748,39.452063,POINT (39.452063 -4.173748),123559,Kenya,KEN,501,Africa,1,1,2016-06-20 00:00:00.000,2016-06-20 00:00:00.000,0,1,0,0,1,1,1,501,
233264,KEN-2016-1-10589-10,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack""",All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack,An unnamed Al Shabaab commander,2,Mangai location,"Mangai area, Lamu Island",Lamu county,Lamu East constituency,-1.742809,41.177511,POINT (41.177511 -1.742809),127163,Kenya,KEN,501,Africa,1,1,2016-06-28 00:00:00.000,2016-06-28 00:00:00.000,0,0,0,0,0,6,0,501,
233262,KEN-2016-1-10589-8,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-06-29,Kenyan police kill terror suspect in coastal town"";""Reuters News,2016-06-29,Kenyan forces kill five suspected Islamist militants""",Xinhua News Agency;Reuters News,2016-06-29;2016-06-29,Kenyan police kill terror suspect in coastal town;Kenyan forces kill five suspected Islamist militants,Regional police boss Francis Wanjohi,1,Malindi town,Malindi,Kilifi county,Malindi constituency,-3.217478,40.119100,POINT (40.1191 -3.217478),125001,Kenya,KEN,501,Africa,1,1,2016-06-29 00:00:00.000,2016-06-29 00:00:00.000,0,0,0,0,0,1,0,501,
233263,KEN-2016-1-10589-9,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,5,"""Reuters News,2016-06-29,Kenyan forces kill five suspected Islamist militants"";""Associated Press Newswires,2016-06-29,Kenya military: 4 extremists killed averting an attack"";""Xinhua News Agency,2016-06-29,Roundup: Kenyan police interrogating 8 terror suspects arrested in coastal region"";""All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack"";""All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack""",Reuters News;Associated Press Newswires;Xinhua News Agency;All Africa;All Africa,2016-06-29;2016-06-29;2016-06-29;2016-06-30;2016-06-30,Kenyan forces kill five suspected Islamist militants;Kenya military: 4 extremists killed averting an attack;Roundup: Kenyan police interrogating 8 terror suspects arrested in coastal region;Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack;Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack,Kenya Defence Forces (KDF) spokesman David Obonyo,2,Milimani location,"Milimani area, near a military camp in Lamu County",Lamu county,Lamu East constituency,-1.775833,40.837500,POINT (40.8375 -1.775833),127162,Kenya,KEN,501,Africa,1,1,2016-06-29 00:00:00.000,2016-06-29 00:00:00.000,0,4,0,0,4,4,4,501,
233320,KEN-2016-1-10589-11,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""Xinhua News Agency,2016-07-06,Al-Shabaab member gunned down in Kenyan coastal town""",Xinhua News Agency,2016-07-06,Al-Shabaab member gunned down in Kenyan coastal town,"Regional police commander, Francis Wanjohi",1,Kwale town,Kwale town,Kwale county,Matuga constituency,-4.173748,39.452063,POINT (39.452063 -4.173748),123559,Kenya,KEN,501,Africa,1,1,2016-07-06 00:00:00.000,2016-07-06 00:00:00.000,0,1,0,0,1,1,1,501,
233325,KEN-2016-1-10589-13,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""Xinhua News Agency,2016-07-14,Kenyan police kill Al-Shabaab suspect in foiled attack""",Xinhua News Agency,2016-07-14,Kenyan police kill Al-Shabaab suspect in foiled attack,"n Al-Shabaab terror suspect was killed in Kenya's coastal town of Lamu in a foiled dawn attack at a local police station early Thursday.

Lamu County Commissioner Joseph Kanyiri confirmed the attack occurred at Mangai Rapid Deployment Unit Camp where police engaged about 20 Al-Shabaab terrorists in a gunfight, injuring several others.

TD 
Security officers on the ground said one officer was injured during the raid which happened.

""Over 20 Al-Shabaab attempted to attack Administration Police camp but they were repulsed. The heavily armed gunmen hurled grenades and fired at the AP camp but our officers managed to overpower them,"" Kanyiri told Xinhua.

This is third attempt by the militants to attack the camp comprising Rapid Deployment Unit officers (RDU), a special force trained in combat operations.

Inspector General of Police Joseph Boinnet said a major security operation was underway, with a back-up team deployed there Thursday.

It came days after a police officer was killed, another injured and a security car hit by an Improvised Explosive Device (IED) in Ishakani area at the Kenya-Somalia border. One officer was killed and two others wounded in the Tuesday evening incident.

The police officers were on normal patrol when the vehicle runs over an IED planted by Al-Shabaab militants.

The Somali militants have intensified attacks in Lamu using IEDs. At least 50 Al-Shabaab members have been sighted in Lamu by locals in recent days.

The IED strategically planted along the roads near Kenya Somalia border are slowing down security operations to flush out militants hiding in the vast Boni forest which is near the Somali border, according to commanders involved in the operation.

The areas affected include Bondhei, Pandanguo, Kiunga, Baragoi and Milimani which has claimed several lives in the recent past.",1,Lamu town,"Lamu town, at Mangai Rapid Deployment Unit Camp",Lamu county,Lamu West constituency,-2.269248,40.899148,POINT (40.899148 -2.269248),126442,Kenya,KEN,501,Africa,1,1,2016-07-14 00:00:00.000,2016-07-14 00:00:00.000,0,1,0,0,1,1,1,501,
233326,KEN-2016-1-10589-14,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-07-21,Kenyan police kill 2 terror suspects in coastal region"";""Reuters News,2016-07-21,Kenyan police kill two suspected members of Somalia's al Shabaab""",Xinhua News Agency;Reuters News,2016-07-21;2016-07-21,Kenyan police kill 2 terror suspects in coastal region;Kenyan police kill two suspected members of Somalia's al Shabaab,Tarime/Rorya special zonal RPC Andrew Satta,1,Mombasa town,Mombasa,Mombasa county,,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2016-07-21 00:00:00.000,2016-07-21 00:00:00.000,0,2,0,0,2,2,2,501,
233327,KEN-2016-1-10589-15,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-07-21,Kenyan police kill 2 terror suspects in coastal region"";""Reuters News,2016-07-21,Kenyan police kill two suspected members of Somalia's al Shabaab""",Xinhua News Agency;Reuters News,2016-07-21;2016-07-21,Kenyan police kill 2 terror suspects in coastal region;Kenyan police kill two suspected members of Somalia's al Shabaab,Kisauni police commander Walter Abondo,1,Mombasa town,Mombasa,Mombasa county,,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2016-07-21 00:00:00.000,2016-07-21 00:00:00.000,0,2,0,0,2,2,2,501,
233328,KEN-2016-1-10589-16,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-07-28,1st LD Writethru: Blast injures 4 soldiers in Kenyan border town"";""All Africa,2016-07-29,Al Shabaab Claims Killing 6 Kenyan Policemen in Attack""",Xinhua News Agency;All Africa,2016-07-28;2016-07-29,1st LD Writethru: Blast injures 4 soldiers in Kenyan border town;Al Shabaab Claims Killing 6 Kenyan Policemen in Attack,Al Shabaab; Kenyan security officials,1,Fino locality,Fino Town in Mandera County,Mandera county,Lafey constituency,3.375578,41.418119,POINT (41.418119 3.375578),134363,Kenya,KEN,501,Africa,1,1,2016-07-28 00:00:00.000,2016-07-28 00:00:00.000,0,0,0,0,0,6,0,501,
233329,KEN-2016-1-10589-17,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""All Africa,2016-08-05,Kenyan Army Base Raided By Al Shabaab""",All Africa,2016-08-05,Kenyan Army Base Raided By Al Shabaab,local residents,2,Fino locality,Fino town (near) in Mandera County,Mandera county,Lafey constituency,3.375578,41.418119,POINT (41.418119 3.375578),134363,Kenya,KEN,501,Africa,1,2,2016-08-03 00:00:00.000,2016-08-04 00:00:00.000,2,2,0,0,4,4,4,501,
233330,KEN-2016-1-10589-18,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""Xinhua News Agency,2016-08-14,Kenyan police kill 3 Al-Shabaab suspects in coast region""",Xinhua News Agency,2016-08-14,Kenyan police kill 3 Al-Shabaab suspects in coast region,Mombasa County commissioner Maalim Mohammed,1,Mombasa town,Mombasa,Mombasa county,,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2016-08-14 00:00:00.000,2016-08-14 00:00:00.000,0,2,0,0,2,2,2,501,
233331,KEN-2016-1-10589-19,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""All Africa,2016-08-15,Al Shabaab Suspect Killed in Kenya, 2 Grenades Seized"";""Xinhua News Agency,2016-08-14,Kenyan police kill 3 Al-Shabaab suspects in coast region""",All Africa;Xinhua News Agency,2016-08-15;2016-08-14,"Al Shabaab Suspect Killed in Kenya, 2 Grenades Seized;Kenyan police kill 3 Al-Shabaab suspects in coast region",Msambweni police commander Benjamin Rotich,2,Diani location,"Vingirika village, Diani, Kwale County",Kwale county,Msambweni constituency,-4.299547,39.567647,POINT (39.56764793396 -4.2995479273819),123560,Kenya,KEN,501,Africa,1,1,2016-08-14 00:00:00.000,2016-08-14 00:00:00.000,0,1,0,0,1,1,1,501,
233343,KEN-2016-1-10589-21,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,3,"""Agence France Presse,2016-09-22,Shabaab militants storm Kenya police post"";""Xinhua News Agency,2016-09-22,Four policemen missing after attack in NE Kenya"";""Agence France Presse,2016-09-22,Shabaab militants storm Kenya police post""",Agence France Presse;Xinhua News Agency;Agence France Presse,2016-09-22;2016-09-22;2016-09-22,Shabaab militants storm Kenya police post;Four policemen missing after attack in NE Kenya;Shabaab militants storm Kenya police post,police; al-Shabaab,1,Liboi location,"Liboi, Garissa",Garissa county,Dadaab constituency,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,KEN,501,Africa,1,2,2016-09-21 00:00:00.000,2016-09-22 00:00:00.000,0,0,0,0,0,6,0,501,
233618,KEN-2016-1-10589-23,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""All Africa,2016-10-14,Kenyan Urged to Equip Officers On the Border"";""All Africa,2016-09-26,Kenya to Issue Full Report On Attack in Hamey By Al Shabaab""",All Africa;All Africa,2016-10-14;2016-09-26,Kenyan Urged to Equip Officers On the Border;Kenya to Issue Full Report On Attack in Hamey By Al Shabaab,,2,Liboi location,"Hamey police post near Liboi, Garissa",Garissa county,Dadaab constituency,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,KEN,501,Africa,1,4,2016-09-22 00:00:00.000,2016-10-09 00:00:00.000,3,0,0,0,3,3,3,501,
233347,KEN-2016-1-10589-22,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,1,"""Xinhua News Agency,2016-09-27,Kenyan police kill most wanted terror suspect in Mombasa""",Xinhua News Agency,2016-09-27,Kenyan police kill most wanted terror suspect in Mombasa,Coast Regional Coordinator Nelson Marwa,1,Mombasa town,Mombasa,Mombasa county,,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2016-09-27 00:00:00.000,2016-09-27 00:00:00.000,0,1,0,0,1,1,1,501,
233619,KEN-2016-1-10589-24,2016,1,Clear,1,13646,13646,Kenya: Northeastern Province and Coast,10589,10589,Government of Kenya - Al-Shabaab,91,91,Government of Kenya,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-10-18,Kenyan guard killed in border region in fight with Al-Shabaab"";""All Africa,2016-10-18,Kenyan Police Clash With Al Shabaab in Mandera Town""",Xinhua News Agency;All Africa,2016-10-18;2016-10-18,Kenyan guard killed in border region in fight with Al-Shabaab;Kenyan Police Clash With Al Shabaab in Mandera Town,Mandera County Commissioner Fredrick Shisia,1,Mandera town,Mandera town,Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,1,2016-10-17 00:00:00.000,2016-10-17 00:00:00.000,0,0,1,0,1,1,1,501,
