id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
29691,ETH-2011-1-54-6,2011,1,Clear,1,329,329,Ethiopia: Ogaden,719,719,Government of Ethiopia - ONLF,97,97,Government of Ethiopia,497,497,ONLF,-1,"BBC Monitoring Newsfile 22/6-11, ""Ethiopian agents reportedly kill Ogadeni rebel leader in Kenya"" from Ogaden Online, in English 21 Jun 11",,,,ONLF,1,Nairobi city,Nairobi,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,2011-06-20 00:00:00.000,2011-06-20 00:00:00.000,0,1,0,0,1,1,1,530,
25578,SOM-2007-1-632-65,2007,1,Clear,1,337,337,Somalia: Government,749,749,Government of Somalia - ARS/UIC,95,95,Government of Somalia,505,505,ARS/UIC,-1,BBC 3/17/2007,,,,"HornAfrik Online text website, Mogadishu, in Somali 17 Mar 07",1,Mandera town,Mandera town,North Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,KEN,501,Africa,1,1,2007-03-16 00:00:00.000,2007-03-16 00:00:00.000,1,0,0,0,1,1,1,520,
30830,SOM-2011-1-770-186,2011,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 25 November 2011 ""Al-Shabaab Landmine Kills One KDF Soldier",,,,,1,Mandera town,Mandera,North Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,KEN,501,Africa,1,1,2011-11-24 00:00:00.000,2011-11-24 00:00:00.000,1,0,0,0,1,1,1,520,
31463,SOM-2012-1-770-417,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"The Star 2012-01-02 through BBC ""Kenyan police kill three suspected Al-Shabab militants",,,,Lamu East OCPD [Officer Commanding Police Division] Samuel Obara,2,Boni forest (Lamu district),"Boni forests, Mkokoni area near Kiunga in Lamu",Coast province,Lamu district,-1.717327,41.334830,POINT (41.33483 -1.717327),127163,Kenya,KEN,501,Africa,1,1,2012-01-01 00:00:00.000,2012-01-01 00:00:00.000,0,3,0,0,3,3,3,520,
31446,SOM-2012-1-770-4,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 5 Jan 2012 ""Kenya: Fifteen Al-Shabab militants said surrender to Somali forces",,,,"The Standard, Nairobi, in English 5 Jan 12",7,Waters off Kiunga,"Kiunga (coastal border btw Somalia and Kenya)

Since the Al-Shabaab fighters were killed on a boat, this event should have prec. 7, at sea (sam)",Coast province,Lamu district,-1.750000,41.500000,POINT (41.5 -1.75),127164,Kenya,KEN,501,Africa,1,2,2012-01-02 00:00:00.000,2012-01-04 00:00:00.000,0,2,0,0,2,2,2,520,
31189,SOM-2012-1-770-13,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 12 Jan 2012 ""UPDATE 2-Al Shabaab attack Kenyan police camp, kill 7",,,,,4,North Eastern province,"Gerille, a town 7 km (4 miles) from the porous frontier with Somalia",North Eastern province,,-1.116667,40.600000,POINT (40.6 -1.116667),127882,Kenya,KEN,501,Africa,1,1,2012-01-11 00:00:00.000,2012-01-11 00:00:00.000,2,0,1,4,7,7,7,520,
31464,SOM-2012-1-770-418,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Agence France-Presse (AFP) 2012-02-19 ""Suspected Somali Islamists attack Kenyan police outpost",,,,police,1,Fafi town,Fafi in Garissa district,North Eastern province,Garissa district,-0.390187,40.325158,POINT (40.325158 -0.390187),129321,Kenya,KEN,501,Africa,1,1,2012-02-17 00:00:00.000,2012-02-17 00:00:00.000,1,0,0,0,1,1,1,520,
31442,SOM-2012-1-770-392,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,Africa Research Bulletin vol 49(2): pp. 19152-19153,,,,AFP 19/2,1,Fafi town,Fafi locality (Garissa district),North Eastern province,Garissa district,-0.390187,40.325158,POINT (40.325158 -0.390187),129321,Kenya,KEN,501,Africa,1,2,2012-02-17 00:00:00.000,2012-02-19 00:00:00.000,0,0,0,1,1,1,1,520,
31488,SOM-2012-1-770-62,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 20 Feb 2012 ""Programme summary of Somalia's Radio Shabeelle news 0500 gmt 20 Feb 12",,,,"Radio Shabeelle, Mogadishu in Somali 0500 gmt 20 Feb 12",1,Garissa town,Garissa town,North Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,KEN,501,Africa,1,2,2012-02-18 00:00:00.000,2012-02-20 00:00:00.000,1,0,0,0,1,1,1,520,
31465,SOM-2012-1-770-419,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"The Star 2012-02-29 through BBC ""Somali Islamists said shoot dead Kenyan police reservist",,,,officials,1,Mandera town,Mandera,North Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,KEN,501,Africa,1,1,2012-02-28 00:00:00.000,2012-02-28 00:00:00.000,1,0,0,0,1,1,1,520,
30340,SOM-2012-1-770-150,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 17 May 2012 ""Injured Man in Mombasa Attack Was Assailant",,,,,1,Dadaab camp,Dadaab camp,North Eastern province,Garissa district,0.051000,40.314000,POINT (40.314 0.051),130041,Kenya,KEN,501,Africa,1,1,2012-05-15 00:00:00.000,2012-05-15 00:00:00.000,1,0,0,0,1,1,1,520,
31440,SOM-2012-1-770-388,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"IHS Jane's Intelligence Review, Kenya 16 Jul 2012 ""Gunmen kill 18 in co-ordinated attacks on two Kenyan churches",,,,,1,Garissa town,Garissa town,North Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,KEN,501,Africa,1,1,2012-07-01 00:00:00.000,2012-07-01 00:00:00.000,0,0,0,2,2,2,2,520,
31261,SOM-2012-1-770-200,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"All Africa 18 July 2012 ""Officer Killed, Colleague Hurt in Shabaab Attack",,,,,1,Lagdera village,Lagdera town,North Eastern province,Garissa district,0.112610,39.259640,POINT (39.25964 0.11261),130039,Kenya,KEN,501,Africa,1,1,2012-07-16 00:00:00.000,2012-07-16 00:00:00.000,1,0,0,0,1,1,1,520,
31833,SOM-2012-1-770-420,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Daily Nation 2012-07-17 through BBC ""Gunmen kill two police officers in northeastern Kenya""; Daily Nation 2012-07-18 through BBC ""Kenyan police arrest ""Al-Shabab"" suspects over attack",,,,police,1,Liboi location,"Liboi, Lagdera Division [northeastern Kenya]",North Eastern province,Garissa district,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,KEN,501,Africa,1,1,2012-07-17 00:00:00.000,2012-07-17 00:00:00.000,0,0,0,0,0,2,0,520,
31266,SOM-2012-1-770-209,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"BBC Monitoring Africa 30 July 2012 ""One killed in Somalia, Kenya border attack",,,,"Shabeelle Media Network website, Mogadishu, in Somali 30 Jul 12",1,Mandera town,Mandera town,North Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,KEN,501,Africa,1,1,2012-07-29 00:00:00.000,2012-07-29 00:00:00.000,0,0,0,1,1,1,1,520,
31836,SOM-2012-1-770-421,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Xinhua 2012-08-15 ""3 Al-Shabaab suspects killed in Kenya's coastal region",,,,police,2,Boni forest (Lamu district),Boni forest in the Lamu archipelago,Coast province,Lamu district,-1.717327,41.334830,POINT (41.33483 -1.717327),127163,Kenya,KEN,501,Africa,1,1,2012-08-14 00:00:00.000,2012-08-14 00:00:00.000,0,0,0,0,0,3,0,520,
31834,SOM-2012-1-770-422,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Xinhua 2012-09-30 ""Two policemen killed in northern Kenya""; Reuters 2012-09-30 ""UPDATE 4-Two Kenyan police shot dead near Somalia border",,,,police,1,Garissa town,Garissa,North Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,KEN,501,Africa,1,1,2012-09-30 00:00:00.000,2012-09-30 00:00:00.000,0,0,0,0,0,2,0,520,
31853,SOM-2012-1-770-423,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Agence France-Presse (AFP) 2012-10-17 ""10 police wounded in Kenya grenade blast, 2 attackers killed",,,,police,2,Likoni town,"Likoni region, just south of Kenya's main port Mombasa",Coast province,Mombasa district,-4.083333,39.650000,POINT (39.65 -4.083333),123560,Kenya,KEN,501,Africa,1,1,2012-10-17 00:00:00.000,2012-10-17 00:00:00.000,0,0,0,0,0,4,0,520,
30341,SOM-2012-1-770-292,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Xinhua 17 October 2012 ""Death toll in Kenya's Mombasa security raid rises to 3""  // Reuters 17 October 2012 ""UPDATE 4-Kenyan police kill three suspects in al Shabaab raid",,,,,1,Mombasa town,Mombasa town,Coast province,Mombasa district,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2012-10-17 00:00:00.000,2012-10-17 00:00:00.000,1,3,0,0,4,4,4,520,
31835,SOM-2012-1-770-424,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 2012-10-28 ""Two militant suspects killed in police raid on Kenyan coast",,,,police,1,Mombasa town,Mombasa,Coast province,Mombasa district,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2012-10-28 00:00:00.000,2012-10-28 00:00:00.000,0,0,0,0,0,2,0,520,
31352,SOM-2012-1-770-305,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Reuters 28 October 2012 ""Two militant suspects killed in police raid on Kenyan coast",,,,,1,Mombasa town,,Coast province,Mombasa district,-4.050000,39.666667,POINT (39.666667 -4.05),123560,Kenya,KEN,501,Africa,1,1,2012-10-28 00:00:00.000,2012-10-28 00:00:00.000,0,2,0,0,2,2,2,520,
31373,SOM-2012-1-770-327,2012,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,-1,"Xinhua New Agency 16 November 2012 ""Suspected terrorists kill 2 policemen in northern Kenya",,,,kenyan police,1,Garissa town,Garissa town,North Eastern province,Garissa district,-0.453548,39.640108,POINT (39.640108 -0.453548),129320,Kenya,KEN,501,Africa,1,1,2012-11-15 00:00:00.000,2012-11-15 00:00:00.000,0,0,0,2,2,2,2,520,
62665,SOM-2013-1-770-342,2013,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,4,"""BBC Monitoring Africa,2013-06-04,Northeastern Kenya leaders warn of more Al-Shabab attacks"";""BBC Monitoring Africa,2013-06-12,Non-Somalis said fleeing restive Kenyan area"";""All Africa,2013-05-28,Five Killed in Attack On Garissa AP Camp"";""All Africa,2013-05-28,Africa News Round Up May, Monday 27, 2013""",BBC Monitoring Africa;BBC Monitoring Africa;All Africa;All Africa,2013-06-04;2013-06-12;2013-05-28;2013-05-28,"Northeastern Kenya leaders warn of more Al-Shabab attacks;Non-Somalis said fleeing restive Kenyan area;Five Killed in Attack On Garissa AP Camp;Africa News Round Up May, Monday 27, 2013",Garissa [northeastern Kenya] leaders,3,Dadaab constituency,"Damajaley, Daadab",Garissa county,Dadaab constituency,0.052094,40.314160,POINT (40.31416 0.052094),130041,Kenya,KEN,501,Africa,1,1,2013-05-25 00:00:00.000,2013-05-25 00:00:00.000,0,0,2,0,2,2,2,520,
62666,SOM-2013-1-770-343,2013,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,4,"""All Africa,2013-05-28,Africa News Round Up May, Monday 27, 2013"";""All Africa,2013-05-28,Five Killed in Attack On Garissa AP Camp"";""BBC Monitoring Africa,2013-06-12,Non-Somalis said fleeing restive Kenyan area"";""BBC Monitoring Africa,2013-06-04,Northeastern Kenya leaders warn of more Al-Shabab attacks""",All Africa;All Africa;BBC Monitoring Africa;BBC Monitoring Africa,2013-05-28;2013-05-28;2013-06-12;2013-06-04,"Africa News Round Up May, Monday 27, 2013;Five Killed in Attack On Garissa AP Camp;Non-Somalis said fleeing restive Kenyan area;Northeastern Kenya leaders warn of more Al-Shabab attacks",Garissa [northeastern Kenya] leaders,1,Dadaab camp,"Abdisugow, Dadaab",Garissa county,Dadaab constituency,0.051000,40.314000,POINT (40.314 0.051),130041,Kenya,KEN,501,Africa,1,1,2013-05-25 00:00:00.000,2013-05-25 00:00:00.000,2,0,1,0,3,3,3,520,
65227,SOM-2013-1-770-128,2013,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,5,"""BBC Monitoring Africa,2013-05-27,Programme summary of Somalia's Radio Daljir news 1000 gmt 26 May 13"";""All Africa,2013-05-27,Gunmen Kill Five in Kenya-Somalia Border Attack - Police"";""All Africa,2013-05-27,15 Yr-Old Boy Among Six Killed in Liboi Attack"";""All Africa,2013-05-28,Africa News Round Up May, Monday 27, 2013"";""All Africa,2013-06-13,The Day Al Shabaab Struck Terror in Dadaab""",BBC Monitoring Africa;All Africa;All Africa;All Africa;All Africa,2013-05-27;2013-05-27;2013-05-27;2013-05-28;2013-06-13,"Programme summary of Somalia's Radio Daljir news 1000 gmt 26 May 13;Gunmen Kill Five in Kenya-Somalia Border Attack - Police;15 Yr-Old Boy Among Six Killed in Liboi Attack;Africa News Round Up May, Monday 27, 2013;The Day Al Shabaab Struck Terror in Dadaab","Radio Daljir, Gaalkacyo, in Somali 1000 gmt 26 May 13, regional police chief Charlton Mureithi, Inspector General of Police David Kimaiyo",1,Liboi location,Liboi near the Somalia border,Garissa county,Dadaab constituency,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,KEN,501,Africa,1,1,2013-05-26 00:00:00.000,2013-05-26 00:00:00.000,2,0,4,0,6,8,6,520,
62691,SOM-2013-1-770-346,2013,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,12,"""Associated Press Newswires,2013-10-02,Questions persist about the Kenya mall attack: How many attackers, hostages? Claims in doubt"";""BBC Monitoring Africa,2013-10-02,Bodies of two Kenyan soldiers retrieved from Westgate mall rubble"";""Dow Jones News Service,2013-09-24,Kenyan Forces Hunt for Remaining Holdouts at Westgate Mall"";""Agence France Presse,2013-09-24,Three Kenyan soldiers die of wounds in mall siege: army"";""Agence France Presse,2013-09-24,Kenya president says mall siege over, 'losses immense'"";""Dow Jones News Service,2013-10-11,Nairobi Shopping Mall Attackers' Bodies Still Not Found -- Officials"";""Xinhua News Agency,2013-10-29,Kenyan police to charge 5 suspects over terror attack on Westgate mall"";""Xinhua News Agency,2013-10-20,Kenya says retrieved bodies from Westgate mall belong to terrorists"";""All Africa,2013-11-14,Al Shabaab Says Westgate Attackers Died"";""Xinhua News Agency,2013-09-24,1st LD: Kenyan security forces kill six of remaining attacker: local TV"";""Agence France Presse,2013-09-23,Explosions, gunfire as Kenya battles to end mall bloodbath"";""Xinhua News Agency,2013-09-23,Kenyan police kill 2 terrorists after mall attack""",Associated Press Newswires;BBC Monitoring Africa;Dow Jones News Service;Agence France Presse;Agence France Presse;Dow Jones News Service;Xinhua News Agency;Xinhua News Agency;All Africa;Xinhua News Agency;Agence France Presse;Xinhua News Agency,2013-10-02;2013-10-02;2013-09-24;2013-09-24;2013-09-24;2013-10-11;2013-10-29;2013-10-20;2013-11-14;2013-09-24;2013-09-23;2013-09-23,"Questions persist about the Kenya mall attack: How many attackers, hostages? Claims in doubt;Bodies of two Kenyan soldiers retrieved from Westgate mall rubble;Kenyan Forces Hunt for Remaining Holdouts at Westgate Mall;Three Kenyan soldiers die of wounds in mall siege: army;Kenya president says mall siege over, 'losses immense';Nairobi Shopping Mall Attackers' Bodies Still Not Found -- Officials;Kenyan police to charge 5 suspects over terror attack on Westgate mall;Kenya says retrieved bodies from Westgate mall belong to terrorists;Al Shabaab Says Westgate Attackers Died;1st LD: Kenyan security forces kill six of remaining attacker: local TV;Explosions, gunfire as Kenya battles to end mall bloodbath;Kenyan police kill 2 terrorists after mall attack",Kenyan government; army spokesman Cyrus Oguna,1,Nairobi city,Westgate shopping mall in Nairobi,Nairobi city county,,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,2,2013-09-23 00:00:00.000,2013-09-24 00:00:00.000,6,4,0,0,10,13,6,520,
63548,SOM-2013-1-770-349,2013,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,5,"""Agence France Presse,2013-12-10,Gunmen kill five Kenyan policemen near Somali border: police"";""Agence France Presse,2013-12-10,Gunmen kill eight Kenyans near Somali border: police"";""Xinhua News Agency,2013-12-10,At least 8 killed near Kenya-Somalia border"";""Reuters News,2013-12-10,Kenya says Somali Islamists kill six in cross-border raid"";""BBC Monitoring Africa,2013-12-11,Al-Shabab says responsible for attack in northeastern Kenya""",Agence France Presse;Agence France Presse;Xinhua News Agency;Reuters News;BBC Monitoring Africa,2013-12-10;2013-12-10;2013-12-10;2013-12-10;2013-12-11,Gunmen kill five Kenyan policemen near Somali border: police;Gunmen kill eight Kenyans near Somali border: police;At least 8 killed near Kenya-Somalia border;Kenya says Somali Islamists kill six in cross-border raid;Al-Shabab says responsible for attack in northeastern Kenya,"police, officials; al-Shabaab",2,Liboi location,"near the border town of Liboi, northeast Kenya, some 550 kilometres (340 miles) northeast from Nairobi",Garissa county,Dadaab constituency,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,KEN,501,Africa,1,1,2013-12-10 00:00:00.000,2013-12-10 00:00:00.000,5,0,3,0,8,10,8,520,
151211,SOM-2014-1-770-373,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,4,"""Xinhua News Agency,2014-04-23,2nd LD Writethru: Four killed as explosion rocks police station in Nairobi"";""Agence France Presse,2014-04-24,Attackers among dead in Nairobi bombing"";""BBC Monitoring Africa,2014-04-25,Nairobi blast terrorists possibly targeted Kenya police chief, minister - report"";""BBC Monitoring Africa,2014-06-11,Police arrest two linked to Kenya bomb explosion""",Xinhua News Agency;Agence France Presse;BBC Monitoring Africa;BBC Monitoring Africa,2014-04-23;2014-04-24;2014-04-25;2014-06-11,"2nd LD Writethru: Four killed as explosion rocks police station in Nairobi;Attackers among dead in Nairobi bombing;Nairobi blast terrorists possibly targeted Kenya police chief, minister - report;Police arrest two linked to Kenya bomb explosion",Inspector General of Police David Kimaiyo,1,Nairobi city,"near Pangani police station in Nairobi, capital of Kenya",Nairobi city county,,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,KEN,501,Africa,1,1,2014-04-23 00:00:00.000,2014-04-23 00:00:00.000,2,2,0,0,4,4,0,520,
151213,SOM-2014-1-770-374,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2014-04-25,Terror suspect shot dead by Kenyan police in southern region""",BBC Monitoring Africa,2014-04-25,Terror suspect shot dead by Kenyan police in southern region,Msambweni OCPD [Officer Commanding Police Division] Joseph Omijah,1,Diani location,Diani Town of Kwale County [southern Kenya],Kwale county,Msambweni constituency,-4.299547,39.567647,POINT (39.56764793396 -4.2995479273819),123560,Kenya,KEN,501,Africa,1,1,2014-04-25 00:00:00.000,2014-04-25 00:00:00.000,0,0,0,0,0,1,0,520,
151225,SOM-2014-1-770-375,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""Xinhua News Agency,2014-05-02,Kenyan police kill 2 militants in northern border town""",Xinhua News Agency,2014-05-02,Kenyan police kill 2 militants in northern border town,Mandera County Police Commander Noah Mwavanda,1,Mandera town,Mandera,Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,1,2014-05-01 00:00:00.000,2014-05-01 00:00:00.000,0,2,0,0,2,2,0,520,
151231,SOM-2014-1-770-376,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2014-05-19,Al-Shabab says behind northeastern Kenya attacks""",BBC Monitoring Africa,2014-05-19,Al-Shabab says behind northeastern Kenya attacks,Al-Shabaab official,2,Mandera town,outskirts of Mandera,Mandera county,Mandera East constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,KEN,501,Africa,1,4,2014-05-05 00:00:00.000,2014-05-19 00:00:00.000,0,0,0,0,0,10,0,520,
151230,SOM-2014-1-770-377,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,5,"""BBC Monitoring Africa,2014-05-19,Al-Shabab says behind northeastern Kenya attacks"";""BBC Monitoring Africa,2014-05-21,Kenyan troops said search for bodies of colleagues killed by Somali militants"";""Agence France Presse,2014-05-19,Somali Islamists claim army convoy attack in Kenya"";""Reuters News,2014-05-19,Suspected al Shabaab militants kill at least 12 in northern Kenya ambush"";""BBC Monitoring Africa,2014-05-21,Paper urges Kenya to secure border with Somalia""",BBC Monitoring Africa;BBC Monitoring Africa;Agence France Presse;Reuters News;BBC Monitoring Africa,2014-05-19;2014-05-21;2014-05-19;2014-05-19;2014-05-21,Al-Shabab says behind northeastern Kenya attacks;Kenyan troops said search for bodies of colleagues killed by Somali militants;Somali Islamists claim army convoy attack in Kenya;Suspected al Shabaab militants kill at least 12 in northern Kenya ambush;Paper urges Kenya to secure border with Somalia,"Al-Shabab official; Kenyan army, local police chief Noah Mwivanda",2,El Wak town,"outskirts of El Wak, in NFD [Northern Frontier Districts] region, on the border between Somalia and Kenya",Mandera county,Banisa constituency,2.811916,40.929660,POINT (40.92966 2.811916),133642,Kenya,KEN,501,Africa,1,1,2014-05-19 00:00:00.000,2014-05-19 00:00:00.000,3,0,0,9,12,12,12,520,
151243,SOM-2014-1-770-378,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,4,"""Xinhua News Agency,2014-05-26,2nd LD Writethru: Two Kenyan soldiers killed by suspected Al- Shabaab militants"";""Agence France Presse,2014-05-26,Two Kenyan soldiers killed in suspected Shebab attack"";""BBC Monitoring Africa,2014-05-29,Eight Kenyan soldiers reported missing return to base near border with Somalia"";""BBC Monitoring Africa,2014-05-29,Bodies of Kenyan soldiers killed by suspected militants flown to capital""",Xinhua News Agency;Agence France Presse;BBC Monitoring Africa;BBC Monitoring Africa,2014-05-26;2014-05-26;2014-05-29;2014-05-29,2nd LD Writethru: Two Kenyan soldiers killed by suspected Al- Shabaab militants;Two Kenyan soldiers killed in suspected Shebab attack;Eight Kenyan soldiers reported missing return to base near border with Somalia;Bodies of Kenyan soldiers killed by suspected militants flown to capital,"Kenyan police, KDF spokesman Col. Willy Wesonga",2,Mangai locality,at Milimani between Mangai and Basuba along Lamu Malindi road,Mandera county,,-1.749543,41.191600,POINT (41.1916 -1.749543),127163,Kenya,KEN,501,Africa,1,1,2014-05-26 00:00:00.000,2014-05-26 00:00:00.000,2,1,0,0,3,3,0,520,
151295,SOM-2014-1-770-380,2014,1,Clear,1,337,337,Somalia: Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""BBC Monitoring Africa,2014-06-19,Kenyan police recover two more bodies from attacks in coastal area"";""Agence France Presse,2014-06-16,Somalia's Shebab massacre dozens in Kenyan coastal town"";""Agence France Presse,2014-06-16,Security boosted across Kenya after attack: interior minister""",BBC Monitoring Africa;Agence France Presse;Agence France Presse,2014-06-19;2014-06-16;2014-06-16,Kenyan police recover two more bodies from attacks in coastal area;Somalia's Shebab massacre dozens in Kenyan coastal town;Security boosted across Kenya after attack: interior minister,Witnesses; Police spokeswoman Zipporah Mboroki; al-Shabaab,1,Mpeketoni town,Mpeketoni which lies on the mainland some 30 kilometres (20 miles) southwest of Lamu island,Lamu county,Lamu West constituency,-2.392715,40.694218,POINT (40.694218 -2.392715),126442,Kenya,KEN,501,Africa,1,1,2014-06-15 00:00:00.000,2014-06-15 00:00:00.000,1,0,0,0,1,3,1,520,
